channel_url,video_url,dead_domain,status,error_category,http_status,ssl_ok,parking_detected,availability_signal,rdap_status,wayback_status,trademark_status,priority_score,first_seen_at,source_description_snippet
https://www.youtube.com/channel/UC5q094bnsXnjfizYNraPF1g,https://www.youtube.com/watch?v=xzOnr1qn4d4,oxstreet.com,nxdomain,dns_nxdomain,,,False,dns_nxdomain,registered,none,not_configured,0,2026-05-07T04:43:01Z,- Asia's Sneaker Marketplace!  👉 Sign up for OxStreet here- https://oxstreet.com/signup?rid=6e672ae234f54e2887cdfe806b016e67 🚨 Get SGD $20 off your first order if you sign-up using my 
https://www.youtube.com/channel/UCc0X6O--9ahFR2mD6cSjtFg,https://www.youtube.com/watch?v=svg_IkVKraI,i114863.net,nxdomain,dns_nxdomain,,,False,dns_nxdomain,registered,none,not_configured,0,2026-05-07T04:43:58Z,pe) : https://bit.ly/CGSthomann Sweetwater (USA & Canada) : https://imp.i114863.net/KezZXx  Thanks so much to my Patrons for their awesome support:  T
https://www.youtube.com/channel/UCwnW4ZPOUwL_4PvaMXZ5IJQ,https://www.youtube.com/watch?v=qXVuQuFMM4o,findmyhiro.com,nxdomain,dns_nxdomain,,,False,dns_nxdomain,not_found,none,not_configured,2,2026-05-07T04:43:26Z,http://www.findmyhiro.com/ Hiro is a small bluetooth device that can be easily attache
https://www.youtube.com/channel/UCxhjeJe7yDd48DCCQ2NnzEA,https://www.youtube.com/watch?v=Du9pr3Yx4U0,buzzkeil.com,nxdomain,dns_nxdomain,,,False,dns_nxdomain,registered,snapshot_found,not_configured,1,2026-05-07T04:44:29Z,om/buzzkeil Twitter: https://twitter.com/buzzkeil  Website: https://www.buzzkeil.com   🛒 Offers 1 month free trial of Audible! https://amzn.to/3
